=======================================================================
ID     | NOME DO ALUNO                       | CURSO                    
3848   | Alice Quarteira                     | Medicina                 
3849   | Anthony Carneiro                    | Ciencia da Computacao    
3850   | Gustavo Aroeira Neto                | Direito                  
3851   | Joaquim Vieira                      | Medicina                 
3852   | Heloísa Soeira                      | Direito                  
3853   | João Pedro da Aldeia                | Arquitetura              
3854   | Bernardo Ribas                      | Enfermagem               
3855   | Joaquim Moreira                     | Administracao            
3856   | Maria Alice Henriques               | Enfermagem               
3857   | Dra. José Rêgo                      | Psicologia               
3858   | Lucas Gabriel Garcez                | Medicina                 
3859   | Maria Júlia da Terra                | Medicina                 
3860   | Maitê Sanches Neto                  | Administracao            
3861   | Srta. Janaína Roriz                 | Ciencia da Computacao    
3862   | Sr. Hugo Moreira                    | Engenharia de Software   
3863   | Maria Luiza Rêgo                    | Agronomia                
3864   | Vicente da Silva Neto               | Arquitetura              
3865   | Sr. Bernardo Martins                | Direito                  
3866   | Isabella Coqueiro                   | Direito                  
3867   | Mércia Macedo                       | Direito                  
3868   | Nicole Fogaça Filho                 | Arquitetura              
3869   | Dr. Vinicius Costa                  | Enfermagem               
3870   | Enzo Thiago Moniz                   | Administracao            
3871   | Srta. Janaína Rezende               | Enfermagem               
3872   | Ana Clara Cerqueira                 | Engenharia de Software   
3873   | Fabiano Teles                       | Direito                  
3874   | Sra. Maria Soeira                   | Agronomia                
3875   | Benício da Veiga Filho              | Enfermagem               
3876   | Pietro Jaques Neto                  | Arquitetura              
3877   | Feliciano Cerqueira                 | Administracao            
3878   | Dalila da Costa                     | Sistemas de Informacao   
3879   | Luana da Terra                      | Direito                  
3880   | Lucas Gabriel Ribas                 | Medicina                 
3881   | João Passarinho Neto                | Engenharia de Software   
3882   | Dra. Catarina Campos                | Psicologia               
3883   | Liz Santana Filho                   | Administracao            
3884   | Danilo Junqueira Filho              | Psicologia               
3885   | Marcos Soeira                       | Engenharia de Software   
3886   | Elisa Taveira                       | Engenharia de Software   
3887   | Sílvia Bittencourt Neto             | Direito                  
3888   | Felícia Palhares Jr.                | Sistemas de Informacao   
3889   | Dr. Giovanna Arantes                | Direito                  
3890   | Nicolas Meira                       | Sistemas de Informacao   
3891   | Danilo Velasques Neto               | Arquitetura              
3892   | Catarina Mendes                     | Ciencia da Computacao    
3893   | Antonia Paes                        | Direito                  
3894   | Alessandra Santos                   | Agronomia                
3895   | Dra. Luiz Gustavo das Neves         | Enfermagem               
3896   | Ofélia de Borba                     | Agronomia                
3897   | Dra. Joaquim Álvares                | Agronomia                
3898   | Emilly Mendanha                     | Administracao            
3899   | Nathan da Madureira                 | Enfermagem               
3900   | Maria Vitória Taveira               | Ciencia da Computacao    
3901   | Luan Quaresma                       | Direito                  
3902   | Gael Mangueira                      | Administracao            
3903   | Dr. Pedro de Lins                   | Psicologia               
3904   | Olívia Bouças                       | Enfermagem               
3905   | Joaquim Peixoto Jr.                 | Ciencia da Computacao    
3906   | Dr. Sílvia Muniz                    | Psicologia               
3907   | Felícia da Fontoura                 | Administracao            
3908   | Enzo Gabriel de Lins                | Arquitetura              
3909   | Caio Guterres                       | Sistemas de Informacao   
3910   | Feliciano Alves                     | Direito                  
3911   | Elísio Barros Neto                  | Agronomia                
3912   | Sra. Thiago Garcês                  | Sistemas de Informacao   
3913   | Lucas Gabriel Batista               | Psicologia               
3914   | Samuel Cabreira                     | Psicologia               
3915   | Murilo Fernandes Jr.                | Arquitetura              
3916   | Sophia Leiria                       | Ciencia da Computacao    
3917   | Gabrielly Santana                   | Agronomia                
3918   | Kauê Rios                           | Sistemas de Informacao   
3919   | Mathias Macedo Neto                 | Administracao            
3920   | Guilherme Marcondes                 | Direito                  
3921   | Ana Laura Castelo                   | Administracao            
3922   | Enzo Gabriel Gonçalves Neto         | Agronomia                
3923   | Dra. Maria Valentina Barbosa        | Psicologia               
3924   | Luiz Henrique Figueira              | Arquitetura              
3925   | Célia da Penha                      | Ciencia da Computacao    
3926   | Lorraine Alves                      | Psicologia               
3927   | Bianca Porteira Neto                | Direito                  
3928   | Camila Arantes Jr.                  | Ciencia da Computacao    
3929   | Víctor Jaques                       | Enfermagem               
3930   | João Lucas Hermingues               | Medicina                 
3931   | Raul da Terra                       | Enfermagem               
3932   | Salvador Barreira                   | Direito                  
3933   | Beatriz da Cruz                     | Agronomia                
3934   | Vitória Pimenta                     | Enfermagem               
3935   | Núbia Cachoeira                     | Engenharia de Software   
3936   | João Samuel Ramalho                 | Engenharia de Software   
3937   | Lorraine Jesus Neto                 | Ciencia da Computacao    
3938   | Maria Eduarda Godins Neto           | Engenharia de Software   
3939   | Silas Camacho Filho                 | Arquitetura              
3940   | Matheus Barroso                     | Medicina                 
3941   | Srta. João Vitor Barreira           | Engenharia de Software   
3942   | Alessandra Castro                   | Medicina                 
3943   | Cecília Corrêa                      | Sistemas de Informacao   
3944   | Dr. Arthur Henrique Caldas          | Sistemas de Informacao   
3945   | Warley Junqueira                    | Psicologia               
3946   | Vicente Sá                          | Engenharia de Software   
3947   | Pietra Saraiva                      | Ciencia da Computacao    
3948   | Pablo Sá                            | Engenharia de Software   
3949   | Allana Cavalcanti                   | Arquitetura              
3950   | Noah Albuquerque                    | Administracao            
3951   | Maitê Laranjeira Filho              | Direito                  
3952   | Carolina Ramires                    | Direito                  
3953   | Lívia Campos                        | Ciencia da Computacao    
3954   | Maria Vitória de Borba              | Engenharia de Software   
3955   | Patricia Barroso                    | Agronomia                
3956   | Ricardo Fogaça Filho                | Administracao            
3957   | Patricia Almada                     | Medicina                 
3958   | Sra. Arthur da Silva                | Administracao            
3959   | Luiz Felipe Meireles                | Sistemas de Informacao   
3960   | Davi Ludmer Bulhões                 | Ciencia da Computacao    
3961   | Antonia Cavalcanti                  | Ciencia da Computacao    
3962   | Antonia Quaresma                    | Psicologia               
3963   | Lorena Espinhosa                    | Direito                  
3964   | Ana Júlia Paes                      | Psicologia               
3965   | Félix Rêgo                          | Engenharia de Software   
3966   | Maria Júlia da Cruz                 | Administracao            
3967   | Erick Godins Jr.                    | Direito                  
3968   | Allana Carneiro                     | Administracao            
3969   | Danilo Junqueira                    | Agronomia                
3970   | Lucas Gabriel Jaques                | Agronomia                
3971   | Ana Lívia Modesto Neto              | Arquitetura              
3972   | Laís Goulart                        | Medicina                 
3973   | Amanda Aparício                     | Medicina                 
3974   | Luiz Otávio Videira                 | Enfermagem               
3975   | Luiz Miguel Grotas                  | Ciencia da Computacao    
3976   | Mirella da Luz                      | Psicologia               
3977   | Theo Madeira Jr.                    | Arquitetura              
3978   | Raul Vieira                         | Enfermagem               
3979   | Eloah Monteira                      | Engenharia de Software   
3980   | Davi Luca Xavier                    | Ciencia da Computacao    
3981   | Sílvia da Maia                      | Agronomia                
3982   | Malu da Mata                        | Agronomia                
3983   | Yago da Rocha                       | Engenharia de Software   
3984   | Rafaela Rodrigues Neto              | Direito                  
3985   | Srta. Gabriel da Barra              | Direito                  
3986   | Antonia Macieira                    | Psicologia               
3987   | Antonia Garcez Jr.                  | Direito                  
3988   | Pérola da Penha Jr.                 | Sistemas de Informacao   
3989   | Elisa Moreira Neto                  | Enfermagem               
3990   | Ana Lívia Muniz Jr.                 | Ciencia da Computacao    
3991   | Agatha Aragão                       | Agronomia                
3992   | Janaína Espinhosa Neto              | Ciencia da Computacao    
3993   | Lorena Geraldes                     | Direito                  
3994   | Janaína Sales                       | Enfermagem               
3995   | Stella Madeira                      | Ciencia da Computacao    
3996   | Carlos Siqueiro                     | Administracao            
3997   | Benício Madeira                     | Arquitetura              
3998   | Eduarda Assumpção                   | Engenharia de Software   
3999   | Carlos Eduardo Peres                | Medicina                 
4000   | Célia de Oliveira Filho             | Agronomia                
4001   | Dra. Hélio Vimaranes                | Engenharia de Software   
4002   | Giovanna Solimões                   | Administracao            
4003   | César Taveira                       | Enfermagem               
4004   | Sra. Lara Santana                   | Psicologia               
4005   | Manuela Teles                       | Administracao            
4006   | Sophie Ramires                      | Arquitetura              
4007   | Maria Isis Ribeiro                  | Direito                  
4008   | Pablo de Quadros                    | Medicina                 
4009   | Maria Isis Modesto                  | Medicina                 
4010   | Vitória Rebouças                    | Ciencia da Computacao    
4011   | João Miguel Teixeira Jr.            | Direito                  
4012   | Cecília da Madureira                | Direito                  
4013   | Bryan Banheira                      | Enfermagem               
4014   | Leonardo Bittencourt                | Direito                  
4015   | Maria Júlia das Neves Jr.           | Direito                  
4016   | Sra. Pedro Tobias Aguiar            | Agronomia                
4017   | Dra. Juliana da Mata                | Administracao            
4018   | Sophie da Fronteira Neto            | Agronomia                
4019   | Lívia Castelo                       | Sistemas de Informacao   
4020   | Mércia Negrão                       | Agronomia                
4021   | Antonia da Penha                    | Psicologia               
4022   | André Meira                         | Engenharia de Software   
4023   | Dra. Márcio Aguiar                  | Arquitetura              
4024   | Fabiano Marins Filho                | Medicina                 
4025   | Ana Clara Jesus                     | Administracao            
4026   | Sr. Heloísa da Maia                 | Medicina                 
4027   | Kléber Ramos                        | Psicologia               
4028   | Davi Ludmer Roriz                   | Administracao            
4029   | Carolina Silva                      | Arquitetura              
4030   | Meire Assumpção                     | Enfermagem               
4031   | Janaína Paiva                       | Agronomia                
4032   | Maria Flor do Prado Neto            | Arquitetura              
4033   | Ana Vitória Aragão Jr.              | Ciencia da Computacao    
4034   | Pedro Barroso                       | Administracao            
4035   | Dra. Norberto Álvares               | Engenharia de Software   
4036   | Dr. Lorena Junqueira                | Psicologia               
4037   | Pedro Miguel Hernandes              | Psicologia               
4038   | Bento da Rocha                      | Administracao            
4039   | Fabrício Costa                      | Direito                  
4040   | Sr. Davi Lucas Peixoto              | Sistemas de Informacao   
4041   | Davi Luiz Jaques                    | Administracao            
4042   | Vitor Hugo da Cunha                 | Administracao            
4043   | Yago da Nóbrega                     | Engenharia de Software   
4044   | Davi Ludmer Rodrigues Neto          | Administracao            
4045   | César Franco Jr.                    | Sistemas de Informacao   
4046   | Dr. Víctor da Fronteira             | Arquitetura              
4047   | Milena Geraldes                     | Medicina                 
4048   | Dr. João Gabriel Ordonhes           | Administracao            
4049   | Fabrícia Souza Jr.                  | Engenharia de Software   
4050   | Erick Bomdia                        | Agronomia                
4051   | Giulia Diegues                      | Engenharia de Software   
4052   | Sr. Miguel Banheira                 | Administracao            
4053   | Sirineu Moniz Filho                 | Enfermagem               
4054   | Davi Miguel Martins                 | Psicologia               
4055   | Luiza Monteiro                      | Engenharia de Software   
4056   | Dalila Paiva                        | Sistemas de Informacao   
4057   | Felipe Coqueiro                     | Arquitetura              
4058   | Gabrielly de Borba                  | Agronomia                
4059   | Ofélia Gentil                       | Medicina                 
4060   | Bianca Coqueiro                     | Sistemas de Informacao   
4061   | Isabella Leiria                     | Engenharia de Software   
4062   | Fabrícia Carreira                   | Agronomia                
4063   | Henry Pereira                       | Engenharia de Software   
4064   | Nathan Ferreira                     | Arquitetura              
4065   | Louise Mangueira                    | Medicina                 
4066   | Luiz da Madureira Jr.               | Enfermagem               
4067   | Stella Negrão Neto                  | Arquitetura              
4068   | Mariana Ramires                     | Ciencia da Computacao    
4069   | Luiz Barreto                        | Medicina                 
4070   | Pietra Mangueira                    | Ciencia da Computacao    
4071   | Dr. Nicole Paiva                    | Sistemas de Informacao   
4072   | Dr. Cecília Hermingues              | Agronomia                
4073   | Ana Beatriz do Prado Jr.            | Direito                  
4074   | Deneval Monteira Neto               | Arquitetura              
4075   | Eduardo Vimaranes Filho             | Arquitetura              
4076   | Dra. Maria Helena Teixeira          | Medicina                 
4077   | Antonella Silveira Neto             | Administracao            
4078   | Maria Isis Caseira                  | Medicina                 
4079   | Pedro Tobias Simão                  | Psicologia               
4080   | Gustavo Espinheira Filho            | Administracao            
4081   | Yago Barata                         | Agronomia                
4082   | Maitê da Veiga                      | Ciencia da Computacao    
4083   | Luiza Quarteira                     | Medicina                 
4084   | Breno Banheira                      | Medicina                 
4085   | Nicole Monteiro                     | Engenharia de Software   
4086   | Enzo da Barranca Neto               | Administracao            
4087   | Dra. Elísio Viana                   | Arquitetura              
4088   | Camila Ramalho                      | Direito                  
4089   | Alexandre Antena                    | Administracao            
4090   | Dr. Alícia da Gama                  | Direito                  
4091   | Fabiano Aguiar                      | Agronomia                
4092   | Nathan da Barra Filho               | Enfermagem               
4093   | Luiz Felipe Porteira                | Ciencia da Computacao    
4094   | Isadora Galvão                      | Agronomia                
4095   | Srta. Rafaela Velasques             | Ciencia da Computacao    
4096   | Sr. Henrique da Penha               | Arquitetura              
4097   | Sra. Cecília Moreno                 | Enfermagem               
4098   | Sr. Louise Viana                    | Direito                  
4099   | Ofélia Antunes                      | Ciencia da Computacao    
4100   | Sr. Lara Ordonhes                   | Administracao            
4101   | Lorraine Moreira                    | Administracao            
4102   | Ana Sophia Camacho Filho            | Medicina                 
4103   | Carolina Jaques                     | Engenharia de Software   
4104   | Júlia Meira                         | Engenharia de Software   
4105   | Mariana Casqueira                   | Arquitetura              
4106   | Levi Freitas                        | Administracao            
4107   | Benício Madeira Jr.                 | Psicologia               
4108   | Thiago de Assunção Filho            | Psicologia               
4109   | Srta. Mirella Teles                 | Arquitetura              
4110   | Larissa Ornelas                     | Arquitetura              
4111   | Amanda da Conceição                 | Agronomia                
4112   | Pedro Lucas Bouças                  | Direito                  
4113   | Dra. Clara Regueira                 | Sistemas de Informacao   
4114   | Mirella Nascimento                  | Sistemas de Informacao   
4115   | Hugo Quarteira Jr.                  | Ciencia da Computacao    
4116   | Srta. Márcia Mangueira              | Ciencia da Computacao    
4117   | João Espinheira                     | Agronomia                
4118   | Valentina Matoso                    | Psicologia               
4119   | Pedro Lucas Henriques               | Administracao            
4120   | Arthur Henrique Aragão              | Psicologia               
4121   | Dr. João Pedro Corrêa               | Sistemas de Informacao   
4122   | Marli Pinheira Jr.                  | Enfermagem               
4123   | Heitor da Cunha                     | Ciencia da Computacao    
4124   | Hugo Chaves                         | Agronomia                
4125   | Eduardo Junqueira Filho             | Agronomia                
4126   | Maria Helena da Conceição           | Direito                  
4127   | Guilherme Quarteira                 | Psicologia               
4128   | Dra. Alice Bomdia                   | Agronomia                
4129   | Sra. Ana Farias                     | Sistemas de Informacao   
4130   | Fernanda Dantas                     | Agronomia                
4131   | Antonia Ribeira                     | Ciencia da Computacao    
4132   | Maria Vitória Ramires               | Ciencia da Computacao    
4133   | Dr. Patricia Ribeira                | Direito                  
4134   | Ana Júlia Albuquerque               | Enfermagem               
4135   | Ana de Lins                         | Engenharia de Software   
4136   | Heloísa Cabreira                    | Arquitetura              
4137   | Henrique Barbosa                    | Ciencia da Computacao    
4138   | Maria Flor Barroso Jr.              | Administracao            
4139   | Sra. Mathias Veloso                 | Arquitetura              
4140   | Bento da Luz                        | Direito                  
4141   | Guilherme da Barra                  | Engenharia de Software   
4142   | Luana Marques Jr.                   | Medicina                 
4143   | Fernanda Meira                      | Psicologia               
4144   | Maria Helena da Fonseca             | Engenharia de Software   
4145   | Marcelo Nascimento                  | Sistemas de Informacao   
4146   | Davi Ludmer Amoreira                | Agronomia                
4147   | César Veles                         | Agronomia                
4148   | Dra. João Beltrão                   | Engenharia de Software   
4149   | Fabrício Madeira                    | Sistemas de Informacao   
4150   | Vinícius Gomes                      | Enfermagem               
4151   | Maria Júlia de Lins Neto            | Agronomia                
4152   | Pietra da Veiga                     | Engenharia de Software   
4153   | Lorenzo da Paz                      | Administracao            
4154   | Bryan Ximenes                       | Ciencia da Computacao    
4155   | Cauã da Costa Filho                 | Enfermagem               
4156   | Dra. Ana Vitória Duarte             | Administracao            
4157   | Ana Luiza Gomide Filho              | Psicologia               
4158   | Giovanna da Conceição               | Engenharia de Software   
4159   | Anthony Meireles Neto               | Arquitetura              
4160   | Sra. Warley Ramires                 | Engenharia de Software   
4161   | Ian Henriques                       | Medicina                 
4162   | Salvador Peixoto                    | Agronomia                
4163   | Dra. Yuri Videira                   | Ciencia da Computacao    
4164   | Elísio Barreira                     | Ciencia da Computacao    
4165   | Emilly Barroso                      | Engenharia de Software   
4166   | Sr. Paula Nunes                     | Ciencia da Computacao    
4167   | Washington Morais                   | Arquitetura              
4168   | Olívia Santos Jr.                   | Enfermagem               
4169   | Kaique Brum Filho                   | Psicologia               
4170   | Dr. Anthony Vieira                  | Direito                  
4171   | Giovanna da Aldeia                  | Ciencia da Computacao    
4172   | Dra. Paula Ribeiro                  | Medicina                 
4173   | Helena de Lins                      | Sistemas de Informacao   
4174   | Antonella da Conceição              | Direito                  
4175   | Maria Laura Conceição Neto          | Agronomia                
4176   | Sophia Resende Filho                | Direito                  
4177   | Anthony Bulhões                     | Psicologia               
4178   | Olívia Ambrósio                     | Direito                  
4179   | Clara da Mata                       | Enfermagem               
4180   | Kléber Carvalho                     | Sistemas de Informacao   
4181   | Kauê Peixoto                        | Arquitetura              
4182   | Dra. Rafaela da Fronteira           | Agronomia                
4183   | Maria Laura Fernandes               | Sistemas de Informacao   
4184   | Maya Godins                         | Psicologia               
4185   | Davi Miguel Pinto Filho             | Medicina                 
4186   | Lucas Gabriel Saraiva               | Engenharia de Software   
4187   | Matheus Bentes                      | Sistemas de Informacao   
4188   | Valentina Casqueira                 | Arquitetura              
4189   | Francisco Beltrão                   | Sistemas de Informacao   
4190   | Letícia Fernandes                   | Engenharia de Software   
4191   | Carlos Xavier                       | Arquitetura              
4192   | João Miguel Rolim                   | Arquitetura              
4193   | Dra. Ana Sophia Modesto             | Agronomia                
4194   | Malu da Luz                         | Ciencia da Computacao    
4195   | Leonardo Espinheira                 | Arquitetura              
4196   | Dr. Enzo Miguel Gomes               | Agronomia                
4197   | Adriana Marcondes                   | Sistemas de Informacao   
4198   | Kauê Alves                          | Arquitetura              
4199   | Dalila Pinheira                     | Medicina                 
4200   | Maria Cecília Bentes                | Engenharia de Software   
4201   | Dra. Luiz Moraes                    | Ciencia da Computacao    
4202   | Gúbio Goulart                       | Administracao            
4203   | Dr. Célia de Sá                     | Psicologia               
4204   | Dra. Thomas Peixoto                 | Engenharia de Software   
4205   | Stella Melo                         | Sistemas de Informacao   
4206   | Fabrícia Bernardes                  | Ciencia da Computacao    
4207   | Marcia Banheira                     | Sistemas de Informacao   
4208   | Joana Castelo                       | Enfermagem               
4209   | Giovanna da Silveira Neto           | Sistemas de Informacao   
4210   | Ricardo da Barra                    | Engenharia de Software   
4211   | Marli Galego                        | Psicologia               
4212   | Luiz Felipe Louzada                 | Psicologia               
4213   | André Bomdia                        | Administracao            
4214   | Sra. Emanuel Pires                  | Ciencia da Computacao    
4215   | Maria Helena do Prado               | Enfermagem               
4216   | Ricardo Soares                      | Sistemas de Informacao   
4217   | Elisa Viana                         | Ciencia da Computacao    
4218   | Suélen Videira                      | Agronomia                
4219   | Dra. Davi Ludmer Moraes             | Arquitetura              
4220   | Karla de Lins                       | Direito                  
4221   | Raul Taveira Neto                   | Engenharia de Software   
4222   | Cecília Matoso                      | Agronomia                
4223   | Valentina Fogaça                    | Arquitetura              
4224   | Pérola Palmeira                     | Ciencia da Computacao    
4225   | Gabrielly Junqueira                 | Agronomia                
4226   | Carolina de Sá Neto                 | Sistemas de Informacao   
4227   | Célia Teixeira                      | Enfermagem               
4228   | Sr. Lorena Taveira                  | Direito                  
4229   | Ana Cecília Solimões                | Medicina                 
4230   | Cecília Palmeira                    | Administracao            
4231   | Pietro Santos                       | Arquitetura              
4232   | Esther Vasques                      | Arquitetura              
4233   | Dr. Esther da Rocha                 | Sistemas de Informacao   
4234   | Camila Camacho                      | Direito                  
4235   | Liz Franco                          | Enfermagem               
4236   | Mathias Veloso                      | Medicina                 
4237   | Sr. Carlos Eduardo Paiva            | Enfermagem               
4238   | Pedro Veles                         | Administracao            
4239   | Dr. Nicolas Bittencourt             | Administracao            
4240   | Márcio Resende                      | Enfermagem               
4241   | Dra. Antonia Marcondes              | Administracao            
4242   | Sra. Fabrícia Ribeira               | Engenharia de Software   
4243   | Benício Domingues                   | Psicologia               
4244   | Gúbio Nogueira Neto                 | Sistemas de Informacao   
4245   | Maria Clara Limeira                 | Medicina                 
4246   | Vicente Resende                     | Medicina                 
4247   | Lavínia Chaves                      | Arquitetura              
4248   | Roberto Pires                       | Arquitetura              
4249   | Víctor Peixoto                      | Arquitetura              
4250   | Dra. Morgana Geraldes               | Administracao            
4251   | João Pedro Corte                    | Sistemas de Informacao   
4252   | Roberto Soares                      | Sistemas de Informacao   
4253   | Maria Eduarda Soeira                | Engenharia de Software   
4254   | Sra. Nicolas Lobos                  | Agronomia                
4255   | João Vitor da Madureira             | Direito                  
4256   | Feliciano da Penha                  | Ciencia da Computacao    
4257   | Mirella Aroeira                     | Arquitetura              
4258   | João Miguel da Costa                | Direito                  
4259   | Augusto Bulhões                     | Enfermagem               
4260   | Félix Muniz                         | Ciencia da Computacao    
4261   | Sr. Mariana Ouriques                | Agronomia                
4262   | Esther Henriques                    | Arquitetura              
4263   | Dra. Ana Lívia da Barra             | Direito                  
4264   | Sr. Mércia da Rocha                 | Sistemas de Informacao   
4265   | Juliana Chaves                      | Medicina                 
4266   | João Roriz                          | Enfermagem               
4267   | Srta. Camila da Silveira            | Engenharia de Software   
4268   | Sara Gentil Filho                   | Medicina                 
4269   | Fabrícia Martim Neto                | Administracao            
4270   | Dr. Caio de Sá                      | Engenharia de Software   
4271   | Rafael Bouças                       | Ciencia da Computacao    
4272   | Luiz Gustavo Veles                  | Agronomia                
4273   | Kauê Palmeira Jr.                   | Administracao            
4274   | Srta. João Farias                   | Psicologia               
4275   | Morgana Castro                      | Enfermagem               
4276   | Sophie da Costa Filho               | Agronomia                
4277   | Ricardo Ribeira                     | Direito                  
4278   | Ladislau Santos                     | Arquitetura              
4279   | Agatha da Luz                       | Enfermagem               
4280   | Rafael Almeida                      | Ciencia da Computacao    
4281   | Marina Ribas Filho                  | Enfermagem               
4282   | Sra. Marli Leiria                   | Enfermagem               
4283   | Margarida Alves                     | Direito                  
4284   | Milena Moura Neto                   | Arquitetura              
4285   | Dr. Maya da Nóbrega                 | Agronomia                
4286   | Maria Luiza da Costa                | Engenharia de Software   
4287   | João Cruz                           | Agronomia                
4288   | Francisca Castelo                   | Administracao            
4289   | Dra. Fabrícia Solimões              | Enfermagem               
4290   | Fabrícia Corrêa                     | Psicologia               
4291   | Carla Siqueira                      | Agronomia                
4292   | Maria Laura Neves                   | Sistemas de Informacao   
4293   | Enzo Arriaga                        | Engenharia de Software   
4294   | Sarah Coqueiro                      | Ciencia da Computacao    
4295   | Isabel Conceição                    | Engenharia de Software   
4296   | Aline Godins                        | Arquitetura              
4297   | Marcela Espinhosa Neto              | Sistemas de Informacao   
4298   | Sr. Bernardo Castelo                | Direito                  
4299   | Srta. Arthur Miguel Ribeira         | Engenharia de Software   
4300   | Lucas Santana                       | Ciencia da Computacao    
4301   | Srta. Marina Barros                 | Psicologia               
4302   | Antonella Ramalho                   | Agronomia                
4303   | Louise Louzada Jr.                  | Enfermagem               
4304   | Ana Cecília Aragão                  | Engenharia de Software   
4305   | Isabela da Bandeira                 | Administracao            
4306   | Nataniel Duarte                     | Medicina                 
4307   | Thiago Coutinho                     | Arquitetura              
4308   | Ian Franco                          | Engenharia de Software   
4309   | Nicole Sá                           | Enfermagem               
4310   | Eloah Louzada                       | Direito                  
4311   | Camila Modesto                      | Psicologia               
4312   | Dr. Maria Vitória Morais            | Administracao            
4313   | Luiz Henrique Araújo                | Agronomia                
4314   | Isabella Espinheira                 | Direito                  
4315   | Mariah Ornelas                      | Enfermagem               
4316   | Maria Clara Diegues                 | Ciencia da Computacao    
4317   | Srta. Anthony Grotas                | Ciencia da Computacao    
4318   | Hugo Guterres                       | Sistemas de Informacao   
4319   | Nataniel Bittencourt                | Medicina                 
4320   | Luiz Castelo                        | Enfermagem               
4321   | Ladislau Cachoeira                  | Arquitetura              
4322   | Fábio Fontes                        | Direito                  
4323   | Ígor Jesus                          | Enfermagem               
4324   | Dr. Manuela Quaresma                | Ciencia da Computacao    
4325   | Elísio Pinheira Neto                | Agronomia                
4326   | Cecília Gomes Jr.                   | Engenharia de Software   
4327   | Dr. Caio Macedo                     | Psicologia               
4328   | Ricardo Rodrigues                   | Administracao            
4329   | Rafaela Silveira                    | Ciencia da Computacao    
4330   | Srta. João Amoreira                 | Psicologia               
4331   | Carlos Gentil                       | Engenharia de Software   
4332   | Thiago Gabeira                      | Agronomia                
4333   | Carlos Eduardo da Penha             | Arquitetura              
4334   | Pietro Ferreira                     | Agronomia                
4335   | Dra. João Gabriel Aparício          | Direito                  
4336   | Dra. Isadora Godinho                | Medicina                 
4337   | Maria Alice Espinheira              | Direito                  
4338   | Sophia Taveira                      | Medicina                 
4339   | Louise Moraes                       | Sistemas de Informacao   
4340   | Maria Eduarda da Barra              | Sistemas de Informacao   
4341   | Suélen Leiria                       | Ciencia da Computacao    
4342   | Marli Ordonhes                      | Psicologia               
4343   | Fernanda Carvalho                   | Enfermagem               
4344   | Natália Pimenta                     | Administracao            
4345   | Sra. Eduarda Moraes                 | Sistemas de Informacao   
4346   | Dra. Nataniel Hernandes             | Medicina                 
4347   | Aurora Santos                       | Medicina                 
4348   | Bárbara Fontes                      | Engenharia de Software   
4349   | Nicolas Porteira Jr.                | Psicologia               
4350   | Marina Passarinho                   | Engenharia de Software   
4351   | Suélen Pinheira                     | Engenharia de Software   
4352   | Davi Lucca Fontes                   | Enfermagem               
4353   | Luna Aragão                         | Direito                  
4354   | Lorraine Conceição                  | Psicologia               
4355   | Maria Valentina Camacho             | Administracao            
4356   | Maria Laura Pimenta                 | Psicologia               
4357   | Sophia Rodrigues                    | Arquitetura              
4358   | Sra. Isabella Jesus                 | Ciencia da Computacao    
4359   | Gabriel Ribeiro                     | Ciencia da Computacao    
4360   | Maria Fernanda Batista Jr.          | Administracao            
4361   | Dra. Luiz Gustavo Guedes            | Ciencia da Computacao    
4362   | Luiz da Paz                         | Enfermagem               
4363   | Isadora Camacho                     | Direito                  
4364   | Dr. Lucas Gabriel Longuinho         | Direito                  
4365   | Morgana Rolim                       | Medicina                 
4366   | Dra. Stella de Oliveira             | Medicina                 
4367   | Dr. Alessandro Bittencourt          | Administracao            
4368   | Mércia Moraes                       | Direito                  
4369   | João Samuel Passarinho              | Psicologia               
4370   | Ana Lívia Bouças                    | Administracao            
4371   | Silas Coqueiro                      | Arquitetura              
4372   | Heloísa Ferreira                    | Psicologia               
4373   | Frederico Barroso                   | Arquitetura              
4374   | Dra. Ruan de Assunção               | Medicina                 
4375   | Dra. Félix Monteiro                 | Sistemas de Informacao   
4376   | Marina Reis                         | Arquitetura              
4377   | Theo da Fronteira                   | Engenharia de Software   
4378   | Mércia Reis                         | Engenharia de Software   
4379   | Ladislau Costa                      | Direito                  
4380   | João Gabriel de Assunção            | Psicologia               
4381   | Vitor Casqueira                     | Arquitetura              
4382   | Isabella Saraiva                    | Psicologia               
4383   | Luiz Gustavo Leiria Filho           | Ciencia da Computacao    
4384   | Márcio da Cunha Neto                | Sistemas de Informacao   
4385   | Maitê Marcondes                     | Medicina                 
4386   | Ladislau Neves Neto                 | Agronomia                
4387   | Bianca Roseira                      | Administracao            
4388   | Fernando Vieira Jr.                 | Enfermagem               
4389   | Allana Veles                        | Psicologia               
4390   | Isabella Sales                      | Enfermagem               
4391   | Igor Porteira                       | Agronomia                
4392   | Maria Vitória da Paz Filho          | Enfermagem               
4393   | Clara Leiria                        | Engenharia de Software   
4394   | João Samuel Raia Filho              | Ciencia da Computacao    
4395   | Henry Gabeira                       | Arquitetura              
4396   | Srta. Alexandre Pedroso             | Sistemas de Informacao   
4397   | Célia Porto                         | Arquitetura              
4398   | Lucca Quaresma                      | Direito                  
4399   | Francisco Modesto Neto              | Enfermagem               
4400   | Srta. Maitê Diegues                 | Enfermagem               
4401   | Vitor Gabeira                       | Arquitetura              
4402   | Mércia Espinhosa                    | Agronomia                
